CustomerID,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore
17562,14,7,1122.38,1,1,2,112
13232,12,7,1357.6,1,1,2,112
16794,1,10,1222.71,1,1,2,112
13104,3,6,1098.48,1,1,2,112
17114,5,8,808.62,1,1,2,112
14744,16,7,1099.98,1,1,2,112
16744,11,7,1304.76,1,1,2,112
16103,7,6,1429.64,1,1,2,112
16500,4,6,400.86,1,1,3,113
16915,9,6,621.68,1,1,3,113
16668,15,6,306.72,1,1,3,113
17988,11,7,201.12,1,1,4,114
13362,9,4,3090.74,1,2,1,121
14121,3,4,2780.15,1,2,1,121
12668,11,4,3807.15,1,2,1,121
17754,0,5,1772.26,1,2,1,121
12700,7,4,4939.99,1,2,1,121
13507,3,4,2479.16,1,2,1,121
14146,8,5,4191,1,2,1,121
13115,11,4,2294.78,1,2,1,121
13471,1,4,2531.58,1,2,1,121
13297,7,4,2089.85,1,2,1,121
15594,15,5,1771.78,1,2,1,121
17101,10,4,1621.73,1,2,1,121
17131,5,5,2463.17,1,2,1,121
16938,8,4,2736.38,1,2,1,121
17463,16,5,1896.41,1,2,1,121
14673,3,5,1736.4,1,2,1,121
14608,4,4,1785.15,1,2,1,121
14251,1,5,2879.7,1,2,1,121
15814,16,4,1945.33,1,2,1,121
16440,7,5,3640.67,1,2,1,121
16358,1,4,2027.5,1,2,1,121
14441,0,4,1712.89,1,2,1,121
12714,9,5,4708.86,1,2,1,121
13647,9,4,1678.12,1,2,1,121
13149,14,4,1676.06,1,2,1,121
12749,3,5,4090.88,1,2,1,121
17554,1,5,1952.45,1,2,1,121
15394,9,4,2183.54,1,2,1,121
13883,10,5,2674.48,1,2,1,121
12670,10,5,2996.05,1,2,1,121
18161,15,5,1618.69,1,2,1,121
13196,11,4,1797.78,1,2,1,121
14005,9,5,2874.72,1,2,1,121
12557,16,5,11990.96,1,2,1,121
15172,8,5,1624.05,1,2,1,121
18145,12,4,2861.55,1,2,1,121
12782,4,5,2330.92,1,2,1,121
14336,16,4,1614.91,1,2,1,121
17827,5,5,1995.46,1,2,1,121
16992,10,5,1614.31,1,2,1,121
12657,11,4,1643.18,1,2,1,121
13680,1,4,3722.42,1,2,1,121
14621,1,5,1788.36,1,2,1,121
17813,14,5,1770.88,1,2,1,121
14113,3,4,1840.42,1,2,1,121
12906,11,5,2919.81,1,2,1,121
13658,9,5,2639.17,1,2,1,121
13510,1,4,1791.56,1,2,1,121
13495,7,5,2044.87,1,2,1,121
16169,8,4,1822.97,1,2,1,121
13048,14,4,1835.91,1,2,1,121
14554,10,4,2381.04,1,2,1,121
13808,5,5,1747.66,1,2,1,121
14655,8,4,1932.23,1,2,1,121
12429,9,4,3750.4,1,2,1,121
12615,2,4,2291.19,1,2,1,121
14290,11,5,2314.65,1,2,1,121
17469,16,5,1870.97,1,2,1,121
12381,4,5,1845.31,1,2,1,121
14216,3,4,1839.3,1,2,1,121
14546,5,5,2578.09,1,2,1,121
16711,3,5,1651.03,1,2,1,121
16379,4,4,2157.4,1,2,1,121
15380,8,5,1690.26,1,2,1,121
17593,3,5,3927.34,1,2,1,121
13644,16,4,2624.26,1,2,1,121
14493,7,5,2383.24,1,2,1,121
12913,4,5,2483.63,1,2,1,121
12518,0,5,2056.89,1,2,1,121
12451,10,5,9035.52,1,2,1,121
14440,8,5,2357.68,1,2,1,121
14049,16,4,5681.72,1,2,1,121
17700,16,4,2534.64,1,2,1,121
15484,1,4,3594.31,1,2,1,121
16201,3,4,1863.47,1,2,1,121
12912,2,5,1662.3,1,2,1,121
16094,11,4,1078.23,1,2,2,122
14428,7,5,1244.83,1,2,2,122
16295,9,4,1328.55,1,2,2,122
16438,5,5,798.35,1,2,2,122
15145,4,4,1194.73,1,2,2,122
16682,4,5,1028,1,2,2,122
15743,16,4,784.46,1,2,2,122
13860,1,5,1245.9,1,2,2,122
15022,11,4,905.04,1,2,2,122
13882,2,5,1191.13,1,2,2,122
15434,8,5,1041.48,1,2,2,122
17523,11,4,652.74,1,2,2,122
14824,10,4,1127.71,1,2,2,122
13064,12,4,1119.49,1,2,2,122
17096,15,4,1022.13,1,2,2,122
15392,4,4,1535.53,1,2,2,122
16657,9,4,933.62,1,2,2,122
12937,15,4,1504.27,1,2,2,122
16688,1,4,1260.86,1,2,2,122
16833,1,4,1106.53,1,2,2,122
14649,4,4,1417.29,1,2,2,122
13956,5,5,1026.42,1,2,2,122
14859,12,4,1353.74,1,2,2,122
13159,8,4,1437.85,1,2,2,122
15561,11,4,800.59,1,2,2,122
17019,11,4,1272.61,1,2,2,122
17526,4,4,1195.9,1,2,2,122
15862,8,4,832.88,1,2,2,122
15031,4,4,668.14,1,2,2,122
15117,14,5,1551.78,1,2,2,122
13884,7,5,787.6,1,2,2,122
17929,11,4,843,1,2,2,122
15571,11,4,650.43,1,2,2,122
17856,1,4,1418.03,1,2,2,122
17884,3,4,717.45,1,2,2,122
14931,4,5,1257.68,1,2,2,122
15701,2,4,1542.14,1,2,2,122
16066,16,5,1521.87,1,2,2,122
16539,2,4,1388.81,1,2,2,122
14321,10,5,1530.75,1,2,2,122
17812,12,4,732.16,1,2,2,122
15500,8,4,1131.56,1,2,2,122
15136,2,4,1286.7,1,2,2,122
14591,15,4,1447.14,1,2,2,122
18237,2,5,987.1,1,2,2,122
16660,16,4,1267.65,1,2,2,122
14446,0,4,1039.58,1,2,2,122
15712,9,5,1072.36,1,2,2,122
17350,8,4,1286.07,1,2,2,122
13026,1,5,975.36,1,2,2,122
16891,1,5,809.7,1,2,2,122
12723,3,5,725.07,1,2,2,122
15621,4,4,1293.03,1,2,2,122
13950,11,4,745.06,1,2,2,122
17348,14,5,1159.52,1,2,2,122
13309,7,5,1456.79,1,2,2,122
13323,3,5,787.85,1,2,2,122
17481,3,4,1255.59,1,2,2,122
13838,5,4,691.73,1,2,2,122
14111,14,4,692.85,1,2,2,122
15858,15,5,1438.85,1,2,2,122
14698,1,5,1250.76,1,2,2,122
12364,7,4,1313.1,1,2,2,122
17522,1,5,1070.71,1,2,2,122
12421,15,4,807.04,1,2,2,122
15511,11,5,909.23,1,2,2,122
13147,10,4,712.8,1,2,2,122
17502,9,4,689.1,1,2,2,122
12952,5,4,1387.79,1,2,2,122
17671,15,4,1572.71,1,2,2,122
14047,8,5,1308.61,1,2,2,122
14577,12,4,859.71,1,2,2,122
15237,1,4,1412.32,1,2,2,122
17006,4,4,781.78,1,2,2,122
14511,11,5,1314.81,1,2,2,122
16361,9,4,896.66,1,2,2,122
15898,1,5,1388.88,1,2,2,122
13077,1,4,729.27,1,2,2,122
15208,1,5,870.12,1,2,2,122
13429,10,4,1006.8,1,2,2,122
16062,9,4,1153.62,1,2,2,122
12820,3,4,942.34,1,2,2,122
14293,3,4,1046.56,1,2,2,122
17516,15,5,768.08,1,2,2,122
14790,16,4,745.06,1,2,2,122
17302,14,5,1135.63,1,2,2,122
17410,16,5,1214.72,1,2,2,122
14583,5,5,1052.55,1,2,2,122
14102,5,5,1360.28,1,2,2,122
17883,3,4,671.77,1,2,2,122
14963,9,5,1487.8,1,2,2,122
15253,16,5,918.2,1,2,2,122
16271,2,5,1429.24,1,2,2,122
13995,15,5,1393.69,1,2,2,122
14897,7,4,1366.38,1,2,2,122
13719,15,5,1041.68,1,2,2,122
14129,1,5,1123.86,1,2,2,122
14719,1,5,1602.13,1,2,2,122
13203,9,4,869.46,1,2,2,122
12680,0,4,862.81,1,2,2,122
12724,5,4,1031.41,1,2,2,122
16513,4,4,874.59,1,2,2,122
14141,2,4,915.13,1,2,2,122
17042,2,5,1044.38,1,2,2,122
16283,5,5,1570.81,1,2,2,122
17299,11,4,669.11,1,2,2,122
13928,10,4,464.57,1,2,3,123
15550,4,4,575.63,1,2,3,123
14710,14,4,606.13,1,2,3,123
12970,7,4,452.24,1,2,3,123
12654,10,5,601.98,1,2,3,123
16892,1,5,525.54,1,2,3,123
15206,10,4,420.3,1,2,3,123
12695,7,4,582.1,1,2,3,123
14805,15,4,554.65,1,2,3,123
15028,8,4,627.13,1,2,3,123
14910,2,4,434.35,1,2,3,123
13558,5,4,605.06,1,2,3,123
14871,3,4,522.38,1,2,3,123
17345,15,4,537.74,1,2,3,123
16566,15,5,614.66,1,2,3,123
16005,12,4,615.39,1,2,3,123
15060,8,4,303.09,1,2,3,123
14173,10,4,450.84,1,2,3,123
13079,4,5,220.1,1,2,4,124
13277,15,4,258.4,1,2,4,124
17728,3,3,2876.01,1,3,1,131
12950,2,3,1843,1,3,1,131
15157,3,3,1936.07,1,3,1,131
16446,0,2,168472.49,1,3,1,131
12762,7,2,1898.52,1,3,1,131
15113,9,3,3609.33,1,3,1,131
12560,5,3,2134.01,1,3,1,131
15531,8,2,2007.44,1,3,1,131
16000,2,3,12393.7,1,3,1,131
13868,7,2,3192.54,1,3,1,131
13174,16,3,2817.03,1,3,1,131
15782,9,3,2614.74,1,3,1,131
17768,8,3,2273.18,1,3,1,131
14277,15,3,4216.2,1,3,1,131
15123,7,2,2199.31,1,3,1,131
14250,7,3,1904.05,1,3,1,131
14759,4,3,1625.97,1,3,1,131
12798,10,3,6977.04,1,3,1,131
14125,10,3,2740.43,1,3,1,131
14418,3,3,1937.25,1,3,1,131
12438,14,2,2906.85,1,3,1,131
18188,15,3,2001.04,1,3,1,131
14720,5,3,663.81,1,3,2,132
16157,15,3,656.69,1,3,2,132
14138,1,2,982.38,1,3,2,132
16347,11,2,887.65,1,3,2,132
15009,12,3,1261.78,1,3,2,132
15654,9,2,922.53,1,3,2,132
13736,5,2,731.9,1,3,2,132
14597,11,2,883.15,1,3,2,132
12620,14,3,1339.41,1,3,2,132
17034,16,3,745.52,1,3,2,132
16900,16,3,887.11,1,3,2,132
15156,1,3,961.49,1,3,2,132
14737,3,3,1164.55,1,3,2,132
13350,16,2,979.12,1,3,2,132
13314,1,3,775.94,1,3,2,132
14912,16,2,867.85,1,3,2,132
12488,9,3,1298.66,1,3,2,132
15444,9,2,1418.26,1,3,2,132
15680,9,3,1333.68,1,3,2,132
14904,2,2,1025.44,1,3,2,132
15053,4,3,697.79,1,3,2,132
16496,8,3,1599.52,1,3,2,132
12358,1,2,1168.06,1,3,2,132
13705,7,3,711.86,1,3,2,132
14126,7,3,706.13,1,3,2,132
16376,8,2,987.01,1,3,2,132
17405,1,3,1031.41,1,3,2,132
12628,4,3,786.46,1,3,2,132
14629,4,2,959.01,1,3,2,132
17466,10,2,763.28,1,3,2,132
12716,3,2,1053.49,1,3,2,132
16079,16,3,1352,1,3,2,132
13040,8,2,676.99,1,3,2,132
17115,8,3,837.5,1,3,2,132
17584,7,2,1242.3,1,3,2,132
14140,3,2,935.05,1,3,2,132
16642,4,2,688.33,1,3,2,132
16015,3,3,705.39,1,3,2,132
15822,3,2,885.47,1,3,2,132
14075,4,3,942.26,1,3,2,132
16759,7,3,789.79,1,3,2,132
15969,2,3,666.1,1,3,2,132
17144,1,2,984.57,1,3,2,132
13521,1,3,1093.65,1,3,2,132
17411,12,3,778.94,1,3,2,132
13496,10,2,653.33,1,3,2,132
12630,9,2,1270.88,1,3,2,132
12526,0,3,1316.66,1,3,2,132
12646,4,2,1346.97,1,3,2,132
12925,4,2,694.05,1,3,2,132
15073,9,3,1043.41,1,3,2,132
18096,11,3,911.15,1,3,2,132
15747,12,3,974.04,1,3,2,132
14540,9,3,996.26,1,3,2,132
13211,10,3,1197.42,1,3,2,132
13030,11,2,799.48,1,3,2,132
17666,3,2,728.16,1,3,2,132
16495,3,3,684.41,1,3,2,132
16653,16,2,1212.66,1,3,2,132
15951,8,2,708.22,1,3,2,132
17590,2,3,1479.22,1,3,2,132
15525,2,3,825.92,1,3,2,132
14893,9,2,1237.85,1,3,2,132
15568,2,3,758.29,1,3,2,132
13467,10,2,1083.71,1,3,2,132
17618,5,3,971.58,1,3,2,132
17624,14,2,843.48,1,3,2,132
15436,12,3,1122.53,1,3,2,132
17566,8,2,901.21,1,3,2,132
16020,16,3,851.01,1,3,2,132
12994,4,3,974.42,1,3,2,132
12572,8,2,1020.42,1,3,2,132
14788,7,2,679.44,1,3,2,132
15907,3,3,967.45,1,3,2,132
13596,5,2,697.04,1,3,2,132
12882,9,2,1463.04,1,3,2,132
15414,9,3,774.9,1,3,2,132
13389,11,3,797.96,1,3,2,132
16364,11,2,707.04,1,3,2,132
13258,11,3,698.58,1,3,2,132
14869,8,2,725.7,1,3,2,132
15197,10,3,1079.61,1,3,2,132
15398,16,2,1345.53,1,3,2,132
12985,0,2,1239.38,1,3,2,132
15239,10,2,780.59,1,3,2,132
17321,8,2,700.86,1,3,2,132
14708,2,3,1126.37,1,3,2,132
15399,1,3,815.77,1,3,2,132
14550,10,2,765.62,1,3,2,132
18156,12,2,734.94,1,3,2,132
16200,4,2,1080.62,1,3,2,132
18130,15,3,1059.39,1,3,2,132
15274,4,2,716.57,1,3,2,132
15793,14,3,965.61,1,3,2,132
15948,8,2,955.24,1,3,2,132
17830,1,3,398.7,1,3,3,133
16968,4,2,439.43,1,3,3,133
18112,12,2,352.69,1,3,3,133
15344,0,3,563.94,1,3,3,133
13899,16,2,388.52,1,3,3,133
14594,7,2,379.83,1,3,3,133
13914,11,2,626.45,1,3,3,133
16561,5,2,511.12,1,3,3,133
13589,14,2,379.65,1,3,3,133
14023,7,2,584.07,1,3,3,133
17014,8,3,586.33,1,3,3,133
13417,4,2,640.83,1,3,3,133
15872,14,2,360.93,1,3,3,133
15883,2,2,396.48,1,3,3,133
16442,1,3,616.79,1,3,3,133
12375,10,2,457.5,1,3,3,133
12787,9,3,463.66,1,3,3,133
13780,7,2,360.01,1,3,3,133
14335,16,2,468.26,1,3,3,133
14539,15,2,537.48,1,3,3,133
17711,10,2,385.1,1,3,3,133
13083,4,2,303.75,1,3,3,133
17579,4,3,448.9,1,3,3,133
17595,12,2,388.79,1,3,3,133
12827,5,3,430.15,1,3,3,133
17495,7,2,497.56,1,3,3,133
16185,16,2,529.41,1,3,3,133
13525,14,2,628.78,1,3,3,133
13173,4,2,353.65,1,3,3,133
17864,12,3,597.5,1,3,3,133
17232,2,2,421.52,1,3,3,133
16368,2,2,497.43,1,3,3,133
17817,4,3,387.68,1,3,3,133
13546,12,3,626.99,1,3,3,133
15054,12,2,302.1,1,3,3,133
15714,11,2,330.88,1,3,3,133
15901,16,3,363.88,1,3,3,133
16479,10,2,300.83,1,3,3,133
15297,10,3,641.94,1,3,3,133
13579,14,2,467.04,1,3,3,133
12452,16,2,430.57,1,3,3,133
15467,9,3,524.88,1,3,3,133
17290,3,2,525.24,1,3,3,133
17119,3,2,606.91,1,3,3,133
17835,2,3,350.64,1,3,3,133
15877,1,2,493.28,1,3,3,133
17736,9,3,377.44,1,3,3,133
13657,10,2,382.14,1,3,3,133
13255,9,2,399.51,1,3,3,133
17221,7,2,335.13,1,3,3,133
12784,9,2,574.42,1,3,3,133
17668,1,2,347.75,1,3,3,133
13822,5,2,632,1,3,3,133
13318,1,3,640.76,1,3,3,133
14448,9,2,375.35,1,3,3,133
17237,11,2,314.69,1,3,3,133
16885,15,3,471.51,1,3,3,133
16616,15,2,500.42,1,3,3,133
18001,12,2,417.23,1,3,3,133
13068,10,2,344,1,3,3,133
16038,7,3,471.78,1,3,3,133
18154,3,2,399.19,1,3,3,133
16824,15,2,460.64,1,3,3,133
15186,14,2,411.41,1,3,3,133
16933,1,2,563.23,1,3,3,133
14618,9,3,553.44,1,3,3,133
17250,3,2,384.52,1,3,3,133
14020,16,2,642.8,1,3,3,133
17031,11,2,380.35,1,3,3,133
12673,5,2,610.52,1,3,3,133
17631,1,3,528.33,1,3,3,133
16851,4,3,342.45,1,3,3,133
15101,8,2,317.53,1,3,3,133
14470,11,2,461.19,1,3,3,133
18158,9,2,453.4,1,3,3,133
14205,16,2,466.7,1,3,3,133
15949,16,2,364.72,1,3,3,133
17329,14,2,523.11,1,3,3,133
17557,14,3,541.46,1,3,3,133
16343,16,2,370.48,1,3,3,133
12719,5,2,644.95,1,3,3,133
14987,15,2,326.4,1,3,3,133
17266,2,3,310.64,1,3,3,133
13311,4,2,598.57,1,3,3,133
16811,4,2,547.07,1,3,3,133
17157,7,2,319,1,3,3,133
16322,1,2,326.75,1,3,3,133
16119,8,2,423.36,1,3,3,133
13954,1,2,439.92,1,3,3,133
17503,2,2,558.96,1,3,3,133
14960,8,2,221.27,1,3,4,134
15393,16,2,231.86,1,3,4,134
17468,10,2,137,1,3,4,134
14452,10,2,264.44,1,3,4,134
16149,4,2,280.52,1,3,4,134
17772,10,2,182.77,1,3,4,134
14520,1,2,270.6,1,3,4,134
12962,7,2,266.39,1,3,4,134
16852,10,2,144.91,1,3,4,134
16189,15,2,215.48,1,3,4,134
18273,2,3,204,1,3,4,134
13978,14,2,196.79,1,3,4,134
17852,11,2,114.34,1,3,4,134
17436,1,2,216.3,1,3,4,134
18282,7,2,178.05,1,3,4,134
14658,5,2,247.15,1,3,4,134
16620,3,2,178.96,1,3,4,134
13502,16,3,292,1,3,4,134
14287,8,3,176.63,1,3,4,134
18030,4,2,230.65,1,3,4,134
17737,9,2,168.24,1,3,4,134
14385,9,3,202.11,1,3,4,134
14785,10,2,77.4,1,3,4,134
14354,5,2,163.62,1,3,4,134
17254,4,2,272.44,1,3,4,134
15690,4,2,239.76,1,3,4,134
14865,7,2,52.2,1,3,4,134
18005,3,2,249.72,1,3,4,134
18101,11,2,223.65,1,3,4,134
16313,3,2,274.15,1,3,4,134
13404,1,2,252.49,1,3,4,134
14836,10,3,102.45,1,3,4,134
13207,15,2,250.26,1,3,4,134
16596,15,2,250.15,1,3,4,134
15195,2,1,3861,1,4,1,141
17727,15,1,1060.25,1,4,2,142
16800,11,1,1201.49,1,4,2,142
12478,3,1,680.99,1,4,2,142
12713,0,1,848.55,1,4,2,142
14756,15,1,738.96,1,4,2,142
17806,11,1,546.04,1,4,3,143
17914,3,1,336.43,1,4,3,143
12953,9,1,329.85,1,4,3,143
12479,11,1,527.2,1,4,3,143
17458,15,1,316.5,1,4,3,143
14675,16,1,604.75,1,4,3,143
13844,11,1,361.62,1,4,3,143
12650,3,1,314.44,1,4,3,143
14703,14,1,318.17,1,4,3,143
13298,1,1,360,1,4,3,143
15773,5,1,635.68,1,4,3,143
17911,9,1,366.23,1,4,3,143
17936,5,1,389.84,1,4,3,143
13790,4,1,348.8,1,4,3,143
15471,2,1,469.48,1,4,3,143
14093,12,1,442.85,1,4,3,143
14804,8,1,353.27,1,4,3,143
16535,5,1,593.75,1,4,3,143
13332,14,1,350.9,1,4,3,143
14954,12,1,336.17,1,4,3,143
15539,7,1,538.46,1,4,3,143
15148,10,1,301.29,1,4,3,143
15318,3,1,312.62,1,4,3,143
15725,15,1,415.25,1,4,3,143
15619,10,1,336.4,1,4,3,143
15520,1,1,343.5,1,4,3,143
13153,5,1,486.22,1,4,3,143
15721,11,1,507.08,1,4,3,143
17379,11,1,404.66,1,4,3,143
15540,11,1,213.3,1,4,4,144
14581,16,1,138.6,1,4,4,144
12558,7,1,269.96,1,4,4,144
17359,11,1,127.86,1,4,4,144
14087,2,1,194.42,1,4,4,144
16597,4,1,90.04,1,4,4,144
13188,11,1,114.6,1,4,4,144
17767,15,1,271.2,1,4,4,144
18184,15,1,49.8,1,4,4,144
14601,10,1,213.96,1,4,4,144
16789,8,1,80.8,1,4,4,144
16528,3,1,244.41,1,4,4,144
15097,4,1,248.08,1,4,4,144
17385,14,1,261.11,1,4,4,144
18174,7,1,104,1,4,4,144
13256,14,1,0,1,4,4,144
12660,11,1,245.1,1,4,4,144
12367,4,1,168.9,1,4,4,144
13638,15,1,122.64,1,4,4,144
12587,7,1,144,1,4,4,144
12531,14,1,125.22,1,4,4,144
14219,4,1,89.94,1,4,4,144
14480,11,1,279.05,1,4,4,144
